lemma,upos,us,uk,count
baffle,NOUN,/ˈbæfəɫ/,/bˈæfə‍l/,464207
sobriety,NOUN,/səˈbɹaɪəti/,/səbɹˈa‍ɪ‍əti/,464118
teleconferencing,NOUN,/ˌtɛɫəˈkɑnfɹənsɪŋ/,/tˈɛlɪkˌɒnfɹənsɪŋ/,464066
albino,ADV,/æɫˈbaɪˌnoʊ/,/ælbˈiːnə‍ʊ/,464045
sprinter,NOUN,/ˈspɹɪntɝ/,/spɹˈɪntɐ/,463934
burnet,X,/ˈbɝnɪt/,/bˈɜːnɪt/,463890
conjugation,NOUN,/ˌkɑndʒəˈɡeɪʃən/,/kˌɒnd‍ʒuːɡˈe‍ɪʃən/,463858
impasse,ADJ,/ˈɪmˌpæs/,/ɪmpˈɑːs/,463752
disinformation,NOUN,/dɪˌzɪnfɝˈmeɪʃən/,/dˌɪsˌɪnfəmˈe‍ɪʃən/,463731
intensively,ADV,/ˌɪnˈtɛnsɪvɫi/,/ɪntˈɛnsɪvli/,463695
amok,INTJ,/əˈmək/,/ɐmˈɒk/,463652
successively,ADV,/səkˈsɛsɪvɫi/,/səksˈɛsɪvli/,463647
sexism,NOUN,/ˈsɛksɪzəm/,/sˈɛksɪzəm/,463602
pomegranate,NOUN,/ˌpɑməˈɡɹænət/,/pˈɒmɪɡɹˌæne‍ɪt/,463486
arty,NOUN,/ˈɑɹti/,/ˈɑːti/,463410
murmur,NOUN,/ˈmɝmɝ/,/mˈɜːmɐ/,463379
cotter,NOUN,/ˈkɑtɝ/,/kˈɒtɐ/,463297
bookkeeper,NOUN,/ˈbʊkˌkipɝ/,/bˈʊkkiːpɐ/,463279
postmodernism,NOUN,/ˌpoʊstˈmɑdɝˌnɪzm/,/pˈə‍ʊstmədənˌɪzəm/,463272
squeaky,ADJ,/ˈskwiki/,/skwˈiːki/,463254
silicate,NOUN,/ˈsɪɫəˌkeɪt/,/sˈɪlɪkˌe‍ɪt/,463247
alcohols,NOUN,/ˈæɫkəˌhɑɫz/,/ˈælkəhˌɒlz/,463182
zydeco,INTJ,/ˈzaɪdəˌkoʊ/,/za‍ɪdˈiːkə‍ʊ/,463146
predictably,ADV,/pɹɪˈdɪktəbɫi/,/pɹɪdˈɪktəbli/,463038
chemise,NOUN,/ʃəˈmiz/,/ʃəmˈiːz/,463035
shareholding,NOUN,/ˈʃɛɹˌhoʊɫdɪŋ/,/ʃˈe‍əhə‍ʊldɪŋ/,462932
smug,ADJ,/ˈsməɡ/,/smˈʌɡ/,462795
disconnection,NOUN,/ˌdɪskəˈnɛkʃən/,/dˌɪskənˈɛkʃən/,462661
awol,INTJ,/ˈeɪˌwɔɫ/,/ˈe‍ɪwɒl/,462384
bionic,ADJ,/ˌbaɪˈɔnɪk/,/ba‍ɪˈɒnɪk/,462342
larva,NOUN,/ˈɫɑɹvə/,/lˈɑːvɐ/,462298
laziness,NOUN,/ˈɫeɪzinəs/,/lˈe‍ɪzɪnəs/,462258
obstetric,ADJ,/əbˈstɛtɹɪk/,/ɒbstˈɛtɹɪk/,462172
marigold,INTJ,/ˈmɛɹəˌɡoʊɫd/,/mˈæɹɪɡˌə‍ʊld/,462142
tireless,ADJ,/ˈtaɪɝɫəs/,/tˈa‍ɪ‍ələs/,461908
growl,INTJ,/ˈɡɹaʊɫ/,/ɡɹˈa‍ʊl/,461820
lollipop,NOUN,/ˈɫɑɫiˌpɑp/,/lˈɒlɪpˌɒp/,461761
brash,INTJ,/ˈbɹæʃ/,/bɹˈæʃ/,461753
declaratory,NOUN,/dɪˈkɫɛɹəˌtɔɹi/,/dɪklˈæɹətəɹˌi/,461662
hydrate,NOUN,/ˈhaɪˌdɹeɪt/,/hˈa‍ɪdɹe‍ɪt/,461614
diurnal,ADJ,/daɪˈɝnəɫ/,/dˈɪɜːnə‍l/,461522
coolness,NOUN,/ˈkuɫnəs/,/kˈuːlnəs/,461402
negativity,NOUN,/ˌnɛɡəˈtɪvəti/,/nˌɛɡɐtˈɪvɪti/,461239
shipwreck,NOUN,/ˈʃɪpɹɛk/,/ʃˈɪpɹɛk/,461108
fader,NOUN,/ˈfeɪdɝ/,/fˈe‍ɪdɐ/,461088
unconsciously,ADV,/ˌənˈkɑnʃəsɫi/,/ʌnkˈɒnʃəsli/,461028
doorbell,INTJ,/ˈdɔɹˌbɛɫ/,/dˈɔːbɛl/,460964
unsettling,ADJ,/ənˈsɛtəɫɪŋ/,/ʌnsˈɛtlɪŋ/,460851
bugger,NOUN,/ˈbəɡɝ/,/bˈʌɡɐ/,460782
embolism,NOUN,/ˈɛmboʊˌɫɪzəm/,/ˈɛmbə‍ʊlˌɪzəm/,460744
roebuck,NOUN,/ˈɹoʊˌbək/,/ɹˈə‍ʊbʌk/,460565
highness,NOUN,/ˈhaɪnəs/,/hˈa‍ɪnəs/,460563
typhoid,NOUN,/ˈtaɪfɔɪd/,/tˈa‍ɪfɔ‍ɪd/,460452
adrenalin,NOUN,/əˈdɹɛnəɫɪn/,/ɐdɹˈɛnɐlˌɪn/,460317
afghani,X,/æfˈɡɑni/,/æfɡˈɑːni/,460287
furtherance,NOUN,/ˈfɝθɝəns/,/fˈɜːθəɹəns/,460230
prohibitive,ADJ,/pɹoʊˈhɪbətɪv/,/pɹəhˈɪbɪtˌɪv/,460177
yule,NOUN,/ˈjuɫ/,/jˈuːl/,459944
rotisserie,NOUN,/ˌɹoʊˈtɪsɝi/,/ɹˈə‍ʊtɪsəɹi/,459806
scallop,NOUN,/ˈskæɫəp/,/skˈæləp/,459709
crusty,NOUN,/ˈkɹəsti/,/kɹˈʌsti/,459667
stillness,NOUN,/ˈstɪɫnəs/,/stˈɪlnəs/,459632
sunbathing,VERB,/ˈsənˌbeɪðɪŋ/,/sˈʌnbe‍ɪðɪŋ/,459581
underlie,X,/ˌəndɝˈɫaɪ/,/ˌʌndəlˈa‍ɪ/,459532
chard,NOUN,/ˈtʃɑɹd/,/t‍ʃˈɑːd/,459373
clotting,NOUN,/ˈkɫɑtɪŋ/,/klˈɒtɪŋ/,459347
minster,NOUN,/ˈmɪnstɝ/,/mˈɪnstɐ/,459048
collapsible,ADJ,/kəˈɫæpsəbəɫ/,/kəlˈæpsəbə‍l/,458947
sully,VERB,/ˈsəɫi/,/sˈʌli/,458846
prophylactic,ADJ,/ˌpɹɑfɪˈɫæktɪk/,/pɹˌɒfɪlˈæktɪk/,458764
bate,NOUN,/ˈbeɪt/,/bˈe‍ɪt/,458739
instill,ADV,/ˌɪnˈstɪɫ/,/ɪnstˈɪl/,458692
firestorm,NOUN,/ˈfaɪɹˌstɔɹm/,/fˈa‍ɪ‍əstɔːm/,458586
inept,VERB,/ˌɪˈnɛpt/,/ɪnˈɛpt/,458533
pert,X,/ˈpɝt/,/pˈɜːt/,458376
fraught,NOUN,/ˈfɹɔt/,/fɹˈɔːt/,458277
replenish,VERB,/ɹiˈpɫɛnɪʃ/,/ɹɪplˈɛnɪʃ/,458230
droplet,NOUN,/ˈdɹɑpɫət/,/dɹˈɒplət/,458139
slowest,ADJ,/ˈsɫoʊəst/,/slˈə‍ʊəst/,458071
unwillingness,NOUN,/ənˈwɪɫɪŋnɪs/,/ʌnwˈɪlɪŋnəs/,457957
parlay,NOUN,/ˈpɑɹɫeɪ/,/pˈɑːle‍ɪ/,457915
divan,ADJ,/dɪˈvæn/,/dɪvˈæn/,457821
coexist,NOUN,/ˌkoʊəɡˈzɪst/,/kˌə‍ʊɛɡzˈɪst/,457780
turtleneck,NOUN,/ˈtɝtəɫˌnɛk/,/tˈɜːtə‍lnˌɛk/,457680
extraordinaire,NOUN,/ˌɛkstɹəˈɔɹdɪˌnɛɹ/,/ɛkstɹˌɔːdɪnˈe‍ə/,457564
tsar,NOUN,/ˈtsɑɹ/,/tsˈɑː/,457529
triangulation,NOUN,/tɹaɪˌæŋɡjuˈɫeɪʃən/,/tɹa‍ɪˈænɡjʊlˈe‍ɪʃən/,457496
eloquence,NOUN,/ˈɛɫəkwəns/,/ˈɛləkwəns/,457456
definitively,ADV,/dɪˈfɪnɪtɪvɫi/,/dɪfˈɪnɪtˌɪvli/,457352
strewn,NOUN,/ˈstɹun/,/stɹˈuːn/,457329
representational,ADJ,/ˌɹɛpɹəzənˈteɪʃənəɫ/,/ɹˌɛpɹɪzˈɛntˈe‍ɪʃənə‍l/,457112
malignancy,NOUN,/məˈɫɪɡnənsi/,/məlˈɪɡnənsi/,457041
copious,ADJ,/ˈkoʊpiəs/,/kˈə‍ʊpɪəs/,456992
cade,NOUN,/ˈkeɪd/,/kˈe‍ɪd/,456953
newfound,ADJ,/ˈnuˈfaʊnd/,/njˈuːfa‍ʊnd/,456811
collider,NOUN,/kəˈɫaɪdɝ/,/kəlˈa‍ɪdɐ/,456804
tremble,NOUN,/ˈtɹɛmbəɫ/,/tɹˈɛmbə‍l/,456746
instantaneously,ADV,/ˌɪnstənˈtæniəsɫi/,/ˌɪnstɑːntˈe‍ɪni‍əsli/,456739
wristwatch,NOUN,/ˈɹɪstˌwɑtʃ/,/ɹˈɪstwɒt‍ʃ/,456661
thump,X,/ˈθəmp/,/θˈʌmp/,456603
sojourn,NOUN,/ˈsoʊdʒɝn/,/sˈə‍ʊd‍ʒɜːn/,456479
decaf,NOUN,/ˈdikæf/,/dˈiːkæf/,456390
caloric,ADJ,/kəˈɫɔɹɪk/,/kælˈɒɹɪk/,456201
buttercup,NOUN,/ˈbətɝˌkəp/,/bˈʌtəkˌʌp/,455990
admissibility,NOUN,/ədˌmɪsəˈbɪɫəti/,/ɐdmˌɪsəbˈɪlɪti/,455901
aspartame,NOUN,/ˈæspɝˌteɪm/,/ɐspˈɑːte‍ɪm/,455846
sleuth,NOUN,/ˈsɫuθ/,/slˈuːθ/,455844
herbaceous,X,/ɝˈbeɪʃəs/,/hɜːbˈe‍ɪʃəs/,455822
distinguishable,ADJ,/dɪˈstɪŋɡwɪʃəbəɫ/,/dɪstˈɪŋɡwɪʃəbə‍l/,455792
immaterial,ADJ,/ˌɪməˈtɪɹiəɫ/,/ˌɪmətˈi‍əɹɪə‍l/,455764
lop,NOUN,/ˈɫɑp/,/lˈɒp/,455673
contraband,NOUN,/ˈkɑntɹəˌbænd/,/kˌɒntɹəbˈænd/,455603
bulkhead,NOUN,/ˈbəɫkˌhɛd/,/bˈʌlkhɛd/,455595
kain,NOUN,/ˈkeɪn/,/kˈa‍ɪn/,455585
replenishment,NOUN,/ɹɪˈpɫɛnɪʃmənt/,/ɹɪplˈɛnɪʃmənt/,455476
inclement,NOUN,/ˈɪnkɫɪmənt/,/ɪnklˈɛmənt/,455436
definable,ADJ,/dɪˈfaɪnəbəɫ/,/dɪfˈa‍ɪnəbə‍l/,455302
bruin,NOUN,/ˈbɹuɪn/,/bɹˈuːɪn/,455296
psychoanalytic,ADJ,/ˌsaɪkoʊˌænəˈɫɪtɪk/,/sˌa‍ɪkə‍ʊˌænɐlˈɪtɪk/,455284
magpie,NOUN,/ˈmæɡˌpaɪ/,/mˈæɡpa‍ɪ/,455274
birthing,NOUN,/ˈbɝθɪŋ/,/bˈɜːθɪŋ/,455119
dimer,NOUN,/ˈdaɪmɝ/,/dˈa‍ɪmɐ/,455104
impartiality,NOUN,/ˌɪmˌpɑɹʃiˈæɫɪti/,/ɪmpˌɑːʃɪˈælɪti/,455061
burp,NOUN,/ˈbɝp/,/bˈɜːp/,454884
harpsichord,NOUN,/ˈhɑɹpsəˌkɔɹd/,/hˈɑːpsɪkˌɔːd/,454860
impersonal,ADJ,/ˌɪmˈpɝsənəɫ/,/ɪmpˈɜːsənə‍l/,454766
democratically,ADV,/ˌdɛməˈkɹætɪkɫi/,/dˌɛməkɹˈætɪkli/,454570
salvo,NOUN,/ˈsæɫvoʊ/,/sˈælvə‍ʊ/,454555
furiously,ADV,/ˈfjʊɹiəsɫi/,/fjˈɔːɹɪəsli/,454508
epitome,NOUN,/ɪˈpɪtəmi/,/ɪpˈɪtəmˌi/,454485
glancing,NOUN,/ˈɡɫænsɪŋ/,/ɡlˈɑːnsɪŋ/,454156
fleck,NOUN,/ˈfɫɛk/,/flˈɛk/,454043
delicatessen,ADJ,/ˌdɛɫɪkəˈtɛsən/,/dˈɛlɪkˌætɛsən/,453948
antifungal,ADJ,/ˌænˌtaɪˈfəŋɡəɫ/,/ˌæntɪfˈʌŋɡə‍l/,453780
promulgate,VERB,/pɹoʊˈməɫɡeɪt/,/pɹˈɒməlɡˌe‍ɪt/,453734
clough,NOUN,/ˈkɫaʊ/,/klˈʌf/,453689
wert,X,/ˈwɝt/,/wˈɜːt/,453509
regimental,ADJ,/ˌɹɛdʒəˈmɛntəɫ/,/ɹˌɛd‍ʒɪmˈɛntə‍l/,453500
cusp,NOUN,/ˈkəsp/,/kˈʌsp/,453355
primacy,NOUN,/ˈpɹaɪməsi/,/pɹˈa‍ɪməsi/,453321
pointy,NOUN,/ˈpɔɪnti/,/pˈɔ‍ɪnti/,453231
eyeing,VERB,/ˈaɪɪŋ/,/ˈa‍ɪɪŋ/,453009
bade,NOUN,/ˈbeɪd/,/bˈe‍ɪd/,452907
insolvent,ADJ,/ˌɪnˈsɑɫvənt/,/ɪnsˈɒlvənt/,452883
doberman,NOUN,/ˈdoʊbɝmən/,/dˈə‍ʊbəmən/,452858
carmine,NOUN,/ˈkɑɹmən/,/kˈɑːma‍ɪn/,452762
relinquish,INTJ,/ɹiˈɫɪŋkwɪʃ/,/ɹɪlˈɪnkwɪʃ/,452760
stover,NOUN,/ˈstoʊvɝ/,/stˈə‍ʊvɐ/,452683
succinct,ADJ,/səkˈsɪŋkt/,/səksˈɪŋkt/,452682
palpable,ADJ,/ˈpæɫpəbəɫ/,/pˈælpəbə‍l/,452678
wombat,NOUN,/ˈwɑmˌbæt/,/wˈɒmbæt/,452511
zippy,INTJ,/ˈzɪpi/,/zˈɪpi/,452440
odeon,NOUN,/ˈoʊdiən/,/ˈə‍ʊdɪən/,452374
inhale,NOUN,/ˌɪnˈheɪɫ/,/ɪnhˈe‍ɪl/,452342
dreamt,NOUN,/ˈdɹɛmt/,/dɹˈɛmpt/,452328
chipper,NOUN,/ˈtʃɪpɝ/,/t‍ʃˈɪpɐ/,452119
modulate,NOUN,/ˈmɔdʒjuɫeɪt/,/mˈɒdjʊlˌe‍ɪt/,452093
yolk,NOUN,/ˈjoʊk/,/jˈə‍ʊk/,451960
mediocrity,NOUN,/ˌmidiˈɑkɹəti/,/mˌiːdɪˈɒkɹɪti/,451949
transcendent,NOUN,/tɹænˈsɛndənt/,/tɹænsˈɛndənt/,451883
lichen,ADV,/ˈɫaɪkən/,/lˈa‍ɪkən/,451869
newscast,NOUN,/ˈnuzˌkæst/,/njˈuːzkɑːst/,451779
outtakes,INTJ,/ˈaʊˌteɪks/,/a‍ʊttˈe‍ɪks/,451565
gallop,NOUN,/ˈɡæɫəp/,/ɡˈæləp/,451480
cull,NOUN,/ˈkəɫ/,/kˈʌl/,451434
unsatisfied,ADJ,/ənˈsætɪsˌfaɪd/,/ʌnsˈætɪsfˌa‍ɪd/,451396
barrio,NOUN,/ˈbɑɹioʊ/,/bˈæɹɪˌə‍ʊ/,451342
minstrel,NOUN,/ˈmɪnstɹəɫ/,/mˈɪnstɹə‍l/,451279
contentment,NOUN,/kənˈtɛntmənt/,/kəntˈɛntmənt/,451237
ontological,ADJ,/ˌɑntəˈɫɑdʒɪkəɫ/,/ˌɒntəlˈɒd‍ʒɪkə‍l/,451168
cranium,NOUN,/ˈkɹeɪˌniəm/,/kɹˈæni‍əm/,451073
politic,ADJ,/ˈpɑɫəˌtɪk/,/pˈɒlətˌɪk/,450955
exchequer,NOUN,/ˈɛksˌtʃɛkɝ/,/ɛkst‍ʃˈɛkɐ/,450791
archaeologist,NOUN,/ˌɑɹkiˈɑɫədʒɪst/,/ˌɑːkiːˈɒləd‍ʒˌɪst/,450722
falsehood,NOUN,/ˈfæɫsˌhʊd/,/fˈɒlshʊd/,450670
semifinal,ADJ,/ˌsɛmaɪˈfaɪnəɫ/,/sˌɛmɪfˈa‍ɪnə‍l/,450571
deactivate,NOUN,/ˌdiˈæktɪˌveɪt/,/diːˈæktɪvˌe‍ɪt/,450566
talkie,NOUN,/ˈtɔki/,/tˈɔːki/,449995
indulgent,ADJ,/ˌɪnˈdəɫdʒənt/,/ɪndˈʌld‍ʒənt/,449886
maul,INTJ,/ˈmɔɫ/,/mˈɔːl/,449820
wholeheartedly,ADV,/ˈhoʊɫhɑɹtɪdɫi/,/hˈə‍ʊlhɑːtˌɪdli/,449666
inelastic,ADJ,/ˌɪnəˈɫæstɪk/,/ɪnɪlˈɑːstɪk/,449589
aerodynamics,NOUN,/ˌɛɹoʊdaɪˈnæmɪks/,/ˌe‍əɹə‍ʊda‍ɪnˈæmɪks/,449450
aristocracy,NOUN,/ˌɛɹəˈstɑkɹəsi/,/ˌæɹɪstˈɒkɹəsi/,449320
leviathan,ADJ,/ɫəˈvaɪəθən/,/lɛvˈa‍ɪ‍əθən/,449307
popularly,ADV,/ˈpɑpjəɫɝɫi/,/pˈɒpjʊləli/,449207
bifurcation,NOUN,/ˌbaɪfɝˈkeɪʃən/,/ba‍ɪfəkˈe‍ɪʃən/,449079
falconer,NOUN,/ˈfæɫkənɝ/,/fˈælkənɐ/,449017
watchman,AUX,/ˈwɑtʃmən/,/wˈɒt‍ʃmən/,448941
entitle,NOUN,/ɛnˈtaɪtəɫ/,/ɛntˈa‍ɪtə‍l/,448784
alibi,ADV,/ˈæɫəˌbaɪ/,/ˈæləbˌa‍ɪ/,448710
ahoy,INTJ,/əˈhɔɪ/,/ɐhˈɔ‍ɪ/,448637
postponement,NOUN,/poʊˈspoʊnmənt/,/pə‍ʊstpˈə‍ʊnmənt/,448615
airlift,NOUN,/ˈɛɹˌɫɪft/,/ˈe‍əlɪft/,448594
appointee,NOUN,/əˈpɔɪnti/,/ɐpˈɔ‍ɪntiː/,448425
juncture,NOUN,/ˈdʒəŋktʃɝ/,/d‍ʒˈʌŋkt‍ʃɐ/,448282
haar,NOUN,/ˈhɑɹ/,/hˈɑː/,448028
meager,ADJ,/ˈmiɡɝ/,/mˈiːɡɐ/,448017
commandant,ADJ,/ˌkɑmənˈdɑnt/,/kˈɒmɑːndˌænt/,447943
bourgeoisie,NOUN,/ˌbʊɹʒˌwɑˈzi/,/bˌɔːʒwɑːzˈiː/,447919
recessive,ADJ,/ɹəˈsɛsɪv/,/ɹɪsˈɛsɪv/,447818
inflexible,ADJ,/ˌɪnˈfɫɛksəbəɫ/,/ɪnflˈɛksɪbə‍l/,447787
bueno,INTJ,/ˈbweɪnoʊ/,/bjˈuːənˌə‍ʊ/,447694
redefinition,NOUN,/ɹiˌdɛfəˈnɪʃən/,/ɹˌiːdˌɛfɪnˈɪʃən/,447629
infield,NOUN,/ˈɪnˌfiɫd/,/ɪnfˈiːld/,447615
injurious,ADJ,/ˌɪnˈdʒʊɹiəs/,/ɪnd‍ʒˈɔːɹɪəs/,447411
utilitarian,ADJ,/juˌtɪɫəˈtɛɹiən/,/jˌuːtɪlɪtˈe‍əɹi‍ən/,447151
behemoth,CCONJ,/ˈbihəməθ/,/bɪhˈiːmɒθ/,447100
thrower,NOUN,/ˈθɹoʊɝ/,/θɹˈə‍ʊɐ/,446982
distillery,NOUN,/dɪˈstɪɫɝi/,/dɪstˈɪləɹi/,446918
funnier,NOUN,/ˈfəniɝ/,/fˈʌnɪɐ/,446842
disengagement,NOUN,/dɪsɪnˈɡeɪdʒmənt/,/dˌɪsɛnɡˈe‍ɪd‍ʒmənt/,446784
esse,NOUN,/ˈɛs/,/ˈɛs/,446649
iodide,NOUN,/ˈaɪəˌdaɪd/,/ˈa‍ɪədˌa‍ɪd/,446635
crucifix,SYM,/ˈkɹusəˌfɪks/,/kɹˈuːsɪfˌɪks/,446602
irreverent,ADJ,/ˌɪˈɹɛvɝənt/,/ɪɹˈɛvɹənt/,446542
censure,NOUN,/ˈsɛnʃɝ/,/sˈɛnʃɐ/,446519
carbine,NOUN,/ˈkɑɹˌbaɪn/,/kˈɑːba‍ɪn/,446513
crawfish,NOUN,/ˈkɹɔˌfɪʃ/,/kɹˈɔːfɪʃ/,446512
credo,NOUN,/ˈkɹeɪdoʊ/,/kɹˈiːdə‍ʊ/,446499
heartless,ADJ,/ˈhɑɹtɫəs/,/hˈɑːtləs/,446382
centrist,NOUN,/ˈsɛntɹɪst/,/sˈɛntɹɪst/,446322
femur,NOUN,/ˈfimɝ/,/fˈiːmɐ/,446209
separatist,NOUN,/ˈsɛpɝətɪst/,/sˈɛpəɹˌætɪst/,446141
outlooks,ADV,/ˈaʊtˌɫʊks/,/ˈa‍ʊtlʊks/,446014
forcible,ADJ,/ˈfɔɹsəbəɫ/,/fˈɔːsəbə‍l/,445980
lifeboat,NOUN,/ˈɫaɪfˌboʊt/,/lˈa‍ɪfbə‍ʊt/,445941
bushy,NOUN,/ˈbʊʃi/,/bˈʊʃi/,445882
reconfigure,VERB,/ˌɹikənˈfɪɡjɝ/,/ɹˌiːkənfˈɪɡɐ/,445763
eastbound,ADJ,/ˈistˌbaʊnd/,/ˈiːstba‍ʊnd/,445597
inoculation,NOUN,/ˌɪˌnɑkjəˈɫeɪʃən/,/ɪnˌɒkjʊlˈe‍ɪʃən/,445461
glorify,VERB,/ˈɡɫɔɹəˌfaɪ/,/ɡlˈɔːɹɪfˌa‍ɪ/,445339
lineman,NOUN,/ˈɫaɪnmən/,/lˈa‍ɪnmən/,445307
cleaver,NOUN,/ˈkɫivɝ/,/klˈiːvɐ/,445286
inflight,NOUN,/ˈɪnˌfɫaɪt/,/ɪnflˈa‍ɪt/,445211
newsprint,NOUN,/ˈnuzˌpɹɪnt/,/njˈuːzpɹɪnt/,445119
haulage,NOUN,/ˈhɔɫədʒ/,/hˈɔːlɪd‍ʒ/,445011
heredity,NOUN,/hɝˈɛdəti/,/həɹˈɛdɪtˌi/,444987
nominally,ADV,/ˈnɑmənəɫi/,/nˈɒmɪnə‍li/,444979
convolution,NOUN,/ˈkɑnvəˌɫuʃən/,/kɒnvəlˈuːʃən/,444921
chloroform,NOUN,/ˈkɫɔɹəˌfɔɹm/,/klˌɔːɹə‍ʊfˈɔːm/,444913
nettle,NOUN,/ˈnɛtəɫ/,/nˈɛtə‍l/,444867
mismanagement,NOUN,/mɪsˈmænɪdʒmənt/,/mɪsmˈænɪd‍ʒmənt/,444864
convincingly,ADV,/kənˈvɪnsɪŋɫi/,/kənvˈɪnsɪŋli/,444848
golem,NOUN,/ˈɡoʊɫəm/,/ɡˈə‍ʊləm/,444797
conifer,NOUN,/ˈkɑnəfɝ/,/kənˈɪfɐ/,444777
mischievous,X,/ˈmɪstʃəvəs/,/mˈɪst‍ʃɪvəs/,444718
inversely,ADV,/ˌɪnˈvɝsɫi/,/ɪnvˈɜːsli/,444706
fateful,ADJ,/ˈfeɪtfəɫ/,/fˈe‍ɪtfə‍l/,444650
eyelet,X,/ˈaɪɫət/,/ˈa‍ɪlət/,444636
complacency,NOUN,/kəmˈpɫeɪsənsi/,/kəmplˈe‍ɪsnsi/,444605
crosswalk,NOUN,/ˈkɹɑˌswɑk/,/kɹˈɒswɔːk/,444549
kitsch,NOUN,/ˈkɪtʃ/,/kˈɪt‍ʃ/,444502
insular,ADJ,/ˈɪnsəɫɝ/,/ˈɪnsjʊlɐ/,444404
sensuality,NOUN,/ˌsɛnˌʃuˈæɫəˌti/,/sˌɛnsjuːˈælɪti/,444260
banyan,NOUN,/ˈbænjən/,/bˈænɪən/,444158
quirk,NOUN,/ˈkwɝk/,/kwˈɜːk/,444069
sensuous,ADJ,/ˈsɛnʃəwəs/,/sˈɛnsjuːəs/,443972
yelp,INTJ,/ˈjɛɫp/,/jˈɛlp/,443822
waterborne,NOUN,/ˈwɔtɝˌbɔɹn/,/wˈɔːtəbˌɔːn/,443787
goldeneye,INTJ,/ˈɡoʊɫdəˌnaɪ/,/ɡˈə‍ʊldənˌa‍ɪ/,443731
halcyon,NOUN,/ˈhæɫsiən/,/hˈælsɪən/,443548
gyro,NOUN,/ˈdʒaɪˌɹoʊ/,/d‍ʒˈa‍ɪɹə‍ʊ/,443542
unfiltered,ADJ,/ənˈfɪɫtɝd/,/ʌnfˈɪltəd/,443506
cogent,NOUN,/ˈkoʊdʒənt/,/kˈə‍ʊd‍ʒənt/,443481
communique,ADJ,/kəmˈjunəˌkeɪ/,/kəmjˈuːnɪkˌe‍ɪ/,443429
uninformed,ADJ,/ˌənɪnˈfɔɹmd/,/ˌʌnɪnfˈɔːmd/,443414
cantina,NOUN,/ˌkænˈtinə/,/kɑːntˈiːnɐ/,443393
luge,NOUN,/ˈɫudʒ/,/lˈuːd‍ʒ/,443334
necromancer,NOUN,/ˈnɛkɹəˌmænsɝ/,/nˈɛkɹə‍ʊmənsɐ/,443267
subcontinent,NOUN,/səbˈkɑntɪnənt/,/sˈʌbkəntˌɪnənt/,443164
aberration,NOUN,/ˌæbɝˈeɪʃən/,/ˌæbəɹˈe‍ɪʃən/,443062
mollie,NOUN,/ˈmɑɫi/,/mˈɒli/,443043
conclusively,ADV,/kənˈkɫusɪvɫi/,/kənklˈuːsɪvli/,442963
misheard,NOUN,/ˌmɪsˈhɝd/,/mɪshˈɜːd/,442821
sundial,ADJ,/ˈsənˌdaɪɫ/,/sˈʌnda‍ɪ‍əl/,442756
flaky,INTJ,/ˈfɫeɪki/,/flˈe‍ɪki/,442666
chieftain,NOUN,/ˈtʃiftən/,/t‍ʃˈiːftən/,442630
aesthetically,ADV,/ɛsˈθɛtɪkɫi/,/iːsθˈɛtɪkli/,442584
honeysuckle,NOUN,/ˈhəniˌsəkəɫ/,/hˈʌnɪsˌʌkə‍l/,442394
chorale,NOUN,/kɝˈæɫ/,/kˈɔːɹe‍ɪl/,442301
unspoken,ADJ,/ənˈspoʊkən/,/ʌnspˈə‍ʊkən/,442273
jammer,NOUN,/ˈdʒæmɝ/,/d‍ʒˈæmɐ/,442040
adonis,NOUN,/əˈdɑnəs/,/ædˈə‍ʊniz/,441770
ethnically,ADV,/ˈɛθnɪkɫi/,/ˈɛθnɪkli/,441709
mastectomy,NOUN,/mæˈstɛktəmi/,/mɑːstˈɛktəmi/,441590
prettiest,ADJ,/ˈpɹɪtiəst/,/pɹˈɪtiəst/,441588
jaundice,NOUN,/ˈdʒɔndəs/,/d‍ʒˈɔːndɪs/,441497
nympho,INTJ,/ˌnɪmfoʊ/,/nˈɪmfə‍ʊ/,441412
crankshaft,NOUN,/ˈkɹæŋkˌʃæft/,/kɹˈæŋkʃɑːft/,440984
dainty,NOUN,/ˈdeɪnti/,/dˈe‍ɪnti/,440819
airframe,NOUN,/ˈɛɹˌfɹeɪm/,/ˈe‍əfɹe‍ɪm/,440793
beater,NOUN,/ˈbitɝ/,/bˈiːtɐ/,440786
dietetic,ADJ,/ˌdaɪəˈtɛtɪk/,/da‍ɪ‍ətˈɛtɪk/,440779
crackle,NOUN,/ˈkɹækəɫ/,/kɹˈækə‍l/,440735
stereotypical,ADJ,/ˌstɛɹiəˈtɪpɪkəɫ/,/stˌɛɹɪə‍ʊtˈɪpɪkə‍l/,440561
parallax,SYM,/ˈpɛɹəˌɫæks/,/pˈæɹəlˌæks/,440518
carcinogen,NOUN,/kɑɹˈsɪnədʒən/,/kˈɑːsɪnəd‍ʒən/,439976
sedentary,INTJ,/ˈsɛdənˌtɛɹi/,/sˈɛdəntəɹi/,439797
extermination,NOUN,/ɪkˌstɝməˈneɪʃən/,/ɛkstˈɜːmɪnˈe‍ɪʃən/,439786
preteens,NOUN,/ˌpɹiˈtinz/,/pɹɪtˈiːnz/,439664
crossbow,NOUN,/ˈkɹɔsˌboʊ/,/kɹˈɒsbə‍ʊ/,439568
